tabk(0)=18992.050783+(5758.734972i);    // Vec_kaLpi=0.050000
tabk(89)=988761.403330+(40933.880018i);    // Vec_kaLpi=3.140146
tabk(90)=1052509.457100+(49148.734829i);    // Vec_kaLpi=3.289666
tabk(91)=1099017.286500+(61954.900116i);    // Vec_kaLpi=3.446306
tabk(92)=1150043.171600+(68415.766584i);    // Vec_kaLpi=3.610405
tabk(93)=1282265.372800+(-103696.231070i);    // Vec_kaLpi=3.782317
tabk(94)=1247436.874000+(74456.173409i);    // Vec_kaLpi=3.962414
tabk(95)=1304758.395700+(79036.112849i);    // Vec_kaLpi=4.151088
tabk(96)=1374329.158500+(75764.914375i);    // Vec_kaLpi=4.348745
tabk(97)=1434718.980700+(98435.582632i);    // Vec_kaLpi=4.555814
tabk(98)=1517472.113900+(42044.823034i);    // Vec_kaLpi=4.772742
tabk(99)=1600386.428300+(59970.751148i);    // Vec_kaLpi=5.000000
