5.000000e-02	2.892517e+05	4.601577e+05
5.238079e-02	2.984167e+05	4.665260e+05
5.487494e-02	3.077791e+05	4.731274e+05
5.748785e-02	3.173425e+05	4.799662e+05
6.022518e-02	3.271105e+05	4.870464e+05
6.309284e-02	3.370868e+05	4.943725e+05
6.609706e-02	3.472752e+05	5.019488e+05
6.924432e-02	3.576800e+05	5.097796e+05
7.254144e-02	3.683052e+05	5.178695e+05
7.599555e-02	3.791555e+05	5.262232e+05
7.961414e-02	3.902352e+05	5.348451e+05
8.340503e-02	4.015492e+05	5.437400e+05
8.737642e-02	4.131026e+05	5.529128e+05
9.153691e-02	4.249004e+05	5.623682e+05
9.589551e-02	4.369482e+05	5.721113e+05
1.004617e-01	4.492514e+05	5.821473e+05
1.052452e-01	4.618162e+05	5.924814e+05
1.102565e-01	4.746487e+05	6.031190e+05
1.155065e-01	4.877550e+05	6.140656e+05
1.210064e-01	5.011418e+05	6.253269e+05
1.267682e-01	5.148161e+05	6.369091e+05
1.328044e-01	5.287848e+05	6.488181e+05
1.391280e-01	5.430552e+05	6.610602e+05
1.457527e-01	5.576348e+05	6.736423e+05
1.526928e-01	5.725312e+05	6.865711e+05
1.599634e-01	5.877528e+05	6.998535e+05
1.675801e-01	6.033075e+05	7.134970e+05
1.755596e-01	6.192038e+05	7.275091e+05
1.839190e-01	6.354505e+05	7.418976e+05
1.926764e-01	6.520563e+05	7.566704e+05
2.018509e-01	6.690305e+05	7.718360e+05
2.114621e-01	6.863822e+05	7.874027e+05
2.215311e-01	7.041209e+05	8.033794e+05
2.320794e-01	5.005978e+05	8.076080e+05
2.431301e-01	5.040484e+05	8.095703e+05
2.547069e-01	5.074416e+05	8.113287e+05
2.668350e-01	5.107248e+05	8.128858e+05
2.795405e-01	5.138486e+05	8.142284e+05
2.928510e-01	5.167729e+05	8.153256e+05
3.067954e-01	5.194767e+05	8.161308e+05
3.214037e-01	5.219648e+05	8.165903e+05
3.367075e-01	5.242722e+05	8.166559e+05
3.527401e-01	5.264570e+05	8.162992e+05
3.695361e-01	5.285864e+05	8.155211e+05
3.871318e-01	5.307199e+05	8.143492e+05
4.055654e-01	5.328979e+05	8.128279e+05
4.248767e-01	5.351388e+05	8.110045e+05
4.451075e-01	5.374435e+05	8.089198e+05
4.663017e-01	5.398022e+05	8.066031e+05
4.885050e-01	5.422000e+05	8.040718e+05
5.117655e-01	5.446213e+05	8.013328e+05
5.361336e-01	5.470517e+05	7.983841e+05
5.616620e-01	5.494786e+05	7.952168e+05
5.884060e-01	5.518920e+05	7.918167e+05
6.164234e-01	5.542842e+05	7.881639e+05
6.457748e-01	5.566497e+05	7.842349e+05
6.765239e-01	5.589844e+05	7.800013e+05
7.087371e-01	5.612864e+05	7.754306e+05
7.424841e-01	5.635551e+05	7.704855e+05
7.778381e-01	5.657910e+05	7.651239e+05
8.148754e-01	5.679962e+05	7.592983e+05
8.536763e-01	5.701737e+05	7.529548e+05
8.943248e-01	5.723274e+05	7.460324e+05
9.369087e-01	5.744622e+05	7.384618e+05
9.815203e-01	5.765838e+05	7.301636e+05
1.028256e+00	5.786988e+05	7.210467e+05
1.077217e+00	5.808145e+05	7.110054e+05
1.128510e+00	5.829396e+05	6.999163e+05
1.182245e+00	5.850837e+05	6.876338e+05
1.238538e+00	5.872582e+05	6.739841e+05
1.297512e+00	5.894769e+05	6.587577e+05
1.359294e+00	5.917565e+05	6.416974e+05
1.424018e+00	5.941178e+05	6.224822e+05
1.491824e+00	5.965882e+05	6.007019e+05
1.562858e+00	5.992038e+05	5.758172e+05
1.637275e+00	6.020155e+05	5.470920e+05
1.715235e+00	6.050971e+05	5.134721e+05
1.796907e+00	6.085614e+05	4.733438e+05
1.882468e+00	6.125869e+05	4.239981e+05
1.972103e+00	6.174217e+05	3.602477e+05
2.066006e+00	6.226542e+05	2.706782e+05
2.164381e+00	6.255058e+05	1.473318e+05
2.267439e+00	3.118552e+05	1.787437e+05
2.375405e+00	3.492970e+05	1.794197e+05
2.488512e+00	4.062793e+05	1.708745e+05
2.607004e+00	4.590526e+05	1.576358e+05
2.731139e+00	5.450582e+05	1.370170e+05
2.861184e+00	6.012950e+05	1.763963e+05
2.997421e+00	6.207578e+05	1.762179e+05
3.140146e+00	6.425119e+05	1.347818e+05
3.289666e+00	7.375481e+05	5.644643e+04
3.446306e+00	4.708487e+05	6.342916e+04
3.610405e+00	5.284524e+05	7.006159e+04
3.782317e+00	5.767171e+05	9.484592e+04
3.962414e+00	5.881200e+05	1.079361e+05
4.151088e+00	5.174136e+05	5.536547e+04
4.348745e+00	7.562990e+05	4.566225e+04
4.555814e+00	8.441825e+05	6.638296e+04
4.772742e+00	9.261758e+05	7.954574e+04
5.000000e+00	1.021084e+06	8.479067e+04
