5.000000e-02	5.275484e+00	-8.392534e+00
5.238079e-02	5.491952e+00	-8.585775e+00
5.487494e-02	5.712708e+00	-8.781749e+00
5.748785e-02	5.937772e+00	-8.980611e+00
6.022518e-02	6.167174e+00	-9.182523e+00
6.309284e-02	6.400949e+00	-9.387652e+00
6.609706e-02	6.639147e+00	-9.596168e+00
6.924432e-02	6.881824e+00	-9.808246e+00
7.254144e-02	7.129045e+00	-1.002406e+01
7.599555e-02	7.380882e+00	-1.024379e+01
7.961414e-02	7.637422e+00	-1.046763e+01
8.340503e-02	7.898755e+00	-1.069575e+01
8.737642e-02	8.164981e+00	-1.092833e+01
9.153691e-02	8.436208e+00	-1.116557e+01
9.589551e-02	8.712552e+00	-1.140765e+01
1.004617e-01	8.994140e+00	-1.165475e+01
1.052452e-01	9.281089e+00	-1.190706e+01
1.102565e-01	9.573546e+00	-1.216476e+01
1.155065e-01	9.871658e+00	-1.242805e+01
1.210064e-01	1.017556e+01	-1.269711e+01
1.267682e-01	1.048541e+01	-1.297211e+01
1.328044e-01	1.080137e+01	-1.325326e+01
1.391280e-01	1.112359e+01	-1.354073e+01
1.457527e-01	1.145225e+01	-1.383471e+01
1.526928e-01	1.178750e+01	-1.413539e+01
1.599634e-01	1.212952e+01	-1.444296e+01
1.675801e-01	1.247849e+01	-1.475759e+01
1.755596e-01	1.283460e+01	-1.507951e+01
1.839190e-01	1.319802e+01	-1.540887e+01
1.926764e-01	1.356893e+01	-1.574589e+01
2.018509e-01	1.394755e+01	-1.609077e+01
2.114621e-01	1.433404e+01	-1.644370e+01
2.215311e-01	1.472863e+01	-1.680490e+01
2.320794e-01	1.386641e+01	-2.237050e+01
2.431301e-01	1.452002e+01	-2.332112e+01
2.547069e-01	1.520874e+01	-2.431667e+01
2.668350e-01	1.593384e+01	-2.536080e+01
2.795405e-01	1.669707e+01	-2.645766e+01
2.928510e-01	1.750101e+01	-2.761178e+01
3.067954e-01	1.834922e+01	-2.882779e+01
3.214037e-01	1.924629e+01	-3.010995e+01
3.367075e-01	2.019763e+01	-3.146173e+01
3.527401e-01	2.120895e+01	-3.288559e+01
3.695361e-01	2.228563e+01	-3.438303e+01
3.871318e-01	2.343232e+01	-3.595511e+01
4.055654e-01	2.465296e+01	-3.760310e+01
4.248767e-01	2.595102e+01	-3.932886e+01
4.451075e-01	2.732999e+01	-4.113505e+01
4.663017e-01	2.879367e+01	-4.302514e+01
4.885050e-01	3.034646e+01	-4.500320e+01
5.117655e-01	3.199346e+01	-4.707383e+01
5.361336e-01	3.374061e+01	-4.924208e+01
5.616620e-01	3.559468e+01	-5.151336e+01
5.884060e-01	3.756342e+01	-5.389341e+01
6.164234e-01	3.965563e+01	-5.638829e+01
6.457748e-01	4.188130e+01	-5.900439e+01
6.765239e-01	4.425176e+01	-6.174847e+01
7.087371e-01	4.677991e+01	-6.462757e+01
7.424841e-01	4.948045e+01	-6.764906e+01
7.778381e-01	5.237023e+01	-7.082070e+01
8.148754e-01	5.546854e+01	-7.415044e+01
8.536763e-01	5.879773e+01	-7.764658e+01
8.943248e-01	6.238370e+01	-8.131754e+01
9.369087e-01	6.625667e+01	-8.517187e+01
9.815203e-01	7.045221e+01	-8.921797e+01
1.028256e+00	7.501239e+01	-9.346389e+01
1.077217e+00	7.998746e+01	-9.791683e+01
1.128510e+00	8.543801e+01	-1.025826e+02
1.182245e+00	9.143763e+01	-1.074643e+02
1.238538e+00	9.807691e+01	-1.125608e+02
1.297512e+00	1.054688e+02	-1.178644e+02
1.359294e+00	1.137557e+02	-1.233560e+02
1.424018e+00	1.231205e+02	-1.289985e+02
1.491824e+00	1.338019e+02	-1.347245e+02
1.562858e+00	1.461184e+02	-1.404154e+02
1.637275e+00	1.605059e+02	-1.458625e+02
1.715235e+00	1.775795e+02	-1.506900e+02
1.796907e+00	1.982413e+02	-1.541937e+02
1.882468e+00	2.238810e+02	-1.549578e+02
1.972103e+00	2.567703e+02	-1.498181e+02
2.066006e+00	3.007147e+02	-1.307257e+02
2.164381e+00	3.532618e+02	-8.320736e+01
2.267439e+00	5.897394e+02	-3.380165e+02
2.375405e+00	5.798193e+02	-2.978296e+02
2.488512e+00	5.608192e+02	-2.358715e+02
2.607004e+00	5.474101e+02	-1.879772e+02
2.731139e+00	5.078473e+02	-1.276629e+02
2.861184e+00	4.721154e+02	-1.385001e+02
2.997421e+00	4.815157e+02	-1.366905e+02
3.140146e+00	5.044407e+02	-1.058182e+02
3.289666e+00	4.778253e+02	-3.656918e+01
3.446306e+00	7.746505e+02	-1.043550e+02
3.610405e+00	7.234803e+02	-9.591815e+01
3.782317e+00	6.880959e+02	-1.131631e+02
3.962414e+00	7.023455e+02	-1.288996e+02
4.151088e+00	8.547197e+02	-9.145867e+01
4.348745e+00	6.173539e+02	-3.727331e+01
4.555814e+00	5.779582e+02	-4.544820e+01
4.772742e+00	5.512222e+02	-4.734239e+01
5.000000e+00	5.240443e+02	-4.351656e+01
